Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
18,7.604725666666664428e+20,1.339768465999999795e+20,1.340657999999999959e+02,5.736768006666732589e+01,7.000000000000000000e+01,5.500000000000000000e+01,7.537849533333332511e+04
19,5.385275000000000033e+21,8.945655000000000164e+20,1.081274999999999977e+02,5.736634999999999707e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.123045000000000000e+05
20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
21,8.092320000000000000e+21,2.160590000000000066e+21,7.538939999999999486e+01,5.093110000000000070e+01,7.000000000000000000e+01,5.500000000000000000e+01,8.256330000000000000e+05
22,5.810939999999999607e+22,1.171465999999999934e+22,3.446304999999999552e+01,2.863765000000000072e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.246620000000000000e+06
23,1.882275000000000190e+23,2.049701000000000009e+23,5.146349999999999980e+00,5.047534999999999883e+00,7.000000000000000000e+01,5.500000000000000000e+01,8.659210000000000000e+05
24,1.463949999999999908e+23,5.544844999999999495e+23,1.669980000000000020e+00,2.018860000000000099e+00,7.000000000000000000e+01,5.500000000000000000e+01,7.582145000000000000e+05
25,5.910350000000000328e+22,1.615912000000000073e+23,1.294819999999999860e+00,1.628716666666666812e+00,7.000000000000000000e+01,5.500000000000000000e+01,2.343456666666666570e+05
26,8.575963333333333574e+21,2.109123333333333311e+22,1.077130000000000143e+00,1.454390000000000072e+00,7.000000000000000000e+01,5.500000000000000000e+01,5.285023333333332994e+04
27,1.441337999999999934e+21,8.221060000000000393e+21,8.987125000000000252e-01,1.126040000000000152e+00,7.000000000000000000e+01,5.500000000000000000e+01,1.325540000000000146e+04
28,2.734543333333333443e+20,7.324580000000000393e+21,7.440813333333332613e-01,8.999326666666665808e-01,7.000000000000000000e+01,5.500000000000000000e+01,7.652040000000000873e+03
29,7.323260000000000000e+19,5.890919999999999738e+21,7.317399999999999682e-01,1.094859999999999944e+00,7.000000000000000000e+01,5.500000000000000000e+01,5.808920000000000073e+03
30,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
31,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
